timestamp,open,high,low,close,volume
2020-12-16,72.5100,74.0700,71.8557,73.6500,954617
2020-12-15,71.2600,72.3900,70.6500,72.2200,714575
2020-12-14,69.7000,71.3400,68.9700,70.8100,1238289
2020-12-11,70.8000,72.0617,67.8400,68.2600,1644946
2020-12-10,68.7500,72.0150,68.0000,71.2700,1497105
2020-12-09,67.5600,71.4900,66.6800,69.6200,2212815
2020-12-08,64.1900,67.5400,63.0700,67.1000,1657848
2020-12-07,62.5500,64.0150,62.2000,63.8200,601762
2020-12-04,64.4900,64.9000,62.7100,62.8100,610232
2020-12-03,63.0700,65.4900,62.4950,64.4900,1089313
2020-12-02,62.0800,63.6800,60.9000,62.8100,577153
2020-12-01,63.9900,64.1300,61.2000,62.4700,745346
2020-11-30,64.2800,64.2900,61.8300,63.1700,1182425
2020-11-27,63.0100,64.3700,62.6900,64.1800,361646
2020-11-25,61.8400,64.1100,61.6700,63.5800,778025
2020-11-24,62.6100,63.0000,61.9000,62.1100,886838
2020-11-23,62.5400,63.1200,60.9900,61.6300,1423222
2020-11-20,60.1000,61.9900,59.1975,61.7800,1233479
2020-11-19,57.9900,60.4300,57.7426,60.2300,1077038
2020-11-18,57.4500,58.8249,57.0300,57.4800,1954579
2020-11-17,57.2700,57.9800,55.8027,57.8700,1566684
2020-11-16,56.7300,57.8900,56.1100,57.3200,1955851
2020-11-13,56.5100,58.4173,56.4000,57.1300,1491802
2020-11-12,55.7900,57.1700,55.1200,55.6500,918240
2020-11-11,56.0900,56.5000,53.8400,56.1400,1203654
2020-11-10,51.2500,56.1400,50.5300,55.6400,3339272
2020-11-09,59.6400,59.7500,50.4500,51.4500,4131951
2020-11-06,61.1800,62.7200,58.1100,58.7500,1724377
2020-11-05,53.3400,60.9300,51.7900,59.9100,5417318
2020-11-04,48.8700,51.6100,47.6600,51.4200,977173
2020-11-03,49.7800,50.2800,48.5500,48.8000,741953
2020-11-02,49.8500,50.2000,48.2700,49.0900,711299
2020-10-30,51.9900,52.3500,48.6503,49.4800,1705091
2020-10-29,52.1400,52.8300,51.2200,52.2500,716492
2020-10-28,52.4700,53.0448,51.3350,52.2700,986551
2020-10-27,51.1900,53.5700,50.5600,53.0700,1203382
2020-10-26,50.0000,50.9900,49.5400,50.6500,740689
2020-10-23,50.6800,51.0900,49.6800,50.7400,587873
2020-10-22,51.3400,51.6000,49.6400,50.3700,503117
2020-10-21,51.5200,52.5800,50.7400,51.2900,524011
2020-10-20,52.4600,53.3700,51.0200,51.2300,697528
2020-10-19,52.5200,54.1800,51.9500,52.1600,783562
2020-10-16,53.4500,53.8000,51.9000,52.0600,507191
2020-10-15,50.7400,53.4600,50.7200,53.3500,669714
2020-10-14,52.6400,53.5950,51.4450,51.7800,1118314
2020-10-13,49.5500,52.6900,49.2200,52.5000,863976
2020-10-12,51.0000,51.7000,49.8200,49.9300,889755
2020-10-09,49.6400,50.9700,49.6400,50.6100,873007
2020-10-08,50.5400,50.5700,49.0300,49.2700,846347
2020-10-07,49.0000,50.9500,48.8800,50.0000,1148242
2020-10-06,48.9000,49.8800,48.1500,48.3500,1151297
2020-10-05,47.3100,48.5600,47.1650,48.4500,773056
2020-10-02,45.0800,47.1800,45.0800,46.8900,859123
2020-10-01,45.6900,46.5700,44.6300,46.5300,1041106
2020-09-30,45.8100,46.4500,44.8400,45.3200,1096489
2020-09-29,46.2000,46.5700,45.3393,45.8200,684135
2020-09-28,46.4000,46.4000,44.8100,45.9300,792016
2020-09-25,44.3100,45.7300,44.0800,45.1900,1009266
2020-09-24,44.3400,45.2800,43.3800,44.1000,1205990
2020-09-23,47.0700,47.1900,44.3100,44.4400,1090251
2020-09-22,45.8000,47.4200,44.5650,47.0400,1499685
2020-09-21,43.5000,45.3900,43.0900,45.1900,1819928
2020-09-18,46.4300,46.7000,44.2700,44.6100,3072526
2020-09-17,46.8300,47.4600,45.6508,46.0000,1314607
2020-09-16,48.4000,48.4250,46.3600,47.9000,1270958
2020-09-15,48.2800,48.8800,47.9190,48.1300,860169
2020-09-14,49.2800,49.5100,46.8700,47.8400,1318622
2020-09-11,49.6400,50.6000,48.4200,48.8500,939486
2020-09-10,50.2700,51.0750,48.5500,48.8100,842784
2020-09-09,49.6900,50.4900,48.9500,49.9900,1385959
2020-09-08,47.5900,50.4000,47.5600,48.9700,1026377
2020-09-04,50.2200,50.7700,45.7700,49.5100,1788140
2020-09-03,52.5000,52.9699,48.5700,49.7200,2220864
2020-09-02,53.8800,54.0000,51.0610,53.3200,1410653
2020-09-01,51.9600,53.5400,51.6600,53.5400,1514445
2020-08-31,51.3900,51.6200,50.2800,51.3800,1385405
2020-08-28,50.8400,51.5700,50.5500,51.2600,830391
2020-08-27,51.2900,51.9809,49.9100,50.4200,1481313
2020-08-26,52.1600,52.3500,51.0900,51.1000,1226921
2020-08-25,51.3000,51.7700,50.4100,51.6300,1331869
2020-08-24,52.8200,52.8900,51.1400,51.3400,1479854
2020-08-21,49.9000,51.9800,49.5500,51.7200,1378620
2020-08-20,49.9800,51.4200,49.7608,50.3700,1351406
2020-08-19,49.3600,51.0000,49.1810,50.3900,2112749
2020-08-18,50.0700,50.1400,49.0200,49.3800,994100
2020-08-17,48.5700,50.0844,48.0400,49.8600,998126
2020-08-14,49.5100,50.2600,49.2600,49.3800,930463
2020-08-13,49.2900,50.9500,49.1650,49.9900,1324551
2020-08-12,48.0100,49.4600,47.8300,49.4200,1694139
2020-08-11,48.0700,49.0500,46.7200,47.6500,1994083
2020-08-10,50.5500,51.1362,47.2400,47.8500,1605300
2020-08-07,51.7400,52.2200,49.8400,50.4000,2426891
2020-08-06,52.6400,55.0400,50.5150,50.8000,3362668
2020-08-05,51.0800,52.2100,50.7400,51.6300,3127166
2020-08-04,50.5800,50.9000,50.0400,50.5100,1422718
2020-08-03,49.1500,51.0900,49.0200,50.8000,1303580
2020-07-31,48.2600,48.9600,47.2100,48.8900,1301253
2020-07-30,46.4400,48.4650,46.3300,48.0300,993707
2020-07-29,45.6500,47.0700,45.6500,46.8100,1267900
2020-07-28,46.4000,46.9000,45.3850,45.4200,852132
2020-07-27,45.5900,46.7250,45.0200,46.6100,982101
2020-07-24,45.7300,46.1199,44.4100,45.5900,959197
2020-07-23,46.8800,47.9600,45.2600,46.2600,1042908
2020-07-22,45.8400,47.6000,45.7900,46.8800,1101237
